best_mse,best_ssim,best_step,cfg,config_json,data,diffusion,fails,lpips,model,mse_median,mse_x4,n,per_script,protocol,run,series,skel_iou,source,ssim,ssim_mean,ssim_median,ssim_楷,ssim_行,ssim_隶
0.622,0.6102,205000,,"{""cfg_model"": ""DiT-2Cond-S/2"", ""cfg_data_csv"": ""5script/train_top6.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""32"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""260000"", ""cfg_eval_csv"": ""5script/eval100_top6.csv"", ""cfg_eval_cfg"": ""4.0""}",5script/train_top6.csv,,,,DiT-2Cond-S/2,,,,,,20260821-232920-s9-skelonly,s9_skelonly,,all_experiments_20260903,,,,,,
1.699,0.2708,2000,,"{""cfg_model"": ""DiT-2Cond-S/2"", ""cfg_data_csv"": ""5script/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""224"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""39600"", ""cfg_eval_csv"": ""5script/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",5script/train.csv,,,,DiT-2Cond-S/2,,,,,,20260815-193523-v3a-2factor-glyph-composable,v3a,,all_experiments_20260903,,,,,,
1.8293,0.1284,5000,,"{""cfg_model"": ""DiT-2Cond-S/2"", ""cfg_data_csv"": ""5script/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""8"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""39600"", ""cfg_eval_csv"": ""5script/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",5script/train.csv,,,,DiT-2Cond-S/2,,,,,,20260815-195729-v3a-2factor-glyph-canny-skel,v3a,,all_experiments_20260903,,,,,,
,,,,"{""cfg_model"": ""DiT-2Cond-S/2"", ""cfg_data_csv"": ""5script/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""8"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""39600"", ""cfg_eval_csv"": ""5script/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",5script/train.csv,,,,DiT-2Cond-S/2,,,,,,20260815-205533-v3a-2factor-glyph-canny-skel,v3a,,all_experiments_20260903,,,,,,
1.6107,0.1565,5000,,"{""cfg_model"": ""DiT-2Cond-S/2"", ""cfg_data_csv"": ""5script/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""12"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""39600"", ""cfg_eval_csv"": ""5script/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",5script/train.csv,,,,DiT-2Cond-S/2,,,,,,20260815-213305-v3a-2factor-glyph-canny-skel,v3a,,all_experiments_20260903,,,,,,
2.0707,0.1048,1000,,"{""cfg_model"": ""DiT-2Cond-S/2"", ""cfg_data_csv"": ""5script/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""12"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""39600"", ""cfg_eval_csv"": ""5script/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",5script/train.csv,,,,DiT-2Cond-S/2,,,,,,20260815-225356-v3a-2factor-glyph-canny-skel,v3a,,all_experiments_20260903,,,,,,
1.0807,0.3946,35000,,"{""cfg_model"": ""DiT-2Cond-S/2"", ""cfg_data_csv"": ""5script/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""12"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""39600"", ""cfg_eval_csv"": ""5script/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",5script/train.csv,,,,DiT-2Cond-S/2,,,,,,20260816-002421-v3a-2factor-glyph-canny-skel,v3a,,all_experiments_20260903,,,,,,
2.9445,0.0349,1000,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""5script/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""4"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""39600"", ""cfg_eval_csv"": ""5script/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",5script/train.csv,,,,DiT-2Cond-XL/2,,,,,,20260815-232600-v3a-2factor-glyph-XL-lora-cs,v3a_xl,,all_experiments_20260903,,,,,,
4.4435,0.015,1000,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""5script/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""4"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""35000"", ""cfg_eval_csv"": ""5script/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",5script/train.csv,,,,DiT-2Cond-XL/2,,,,,,20260816-101955-v3a-2factor-glyph-XL-highdim-LoRA-cs,v3a_xl_highdim,,all_experiments_20260903,,,,,,
1.6758,0.1997,3000,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""5script/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""4"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""35000"", ""cfg_eval_csv"": ""5script/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",5script/train.csv,,,,DiT-2Cond-XL/2,,,,,,20260816-103708-v3a-2factor-glyph-XL-highdim-LoRA-cs,v3a_xl_highdim,,all_experiments_20260903,,,,,,
1.5214,0.1758,5000,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""5script/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""4"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""35000"", ""cfg_eval_csv"": ""5script/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",5script/train.csv,,,,DiT-2Cond-XL/2,,,,,,20260816-114452-v3a-2factor-glyph-XL-highdim-LoRA-cs,v3a_xl_highdim,,all_experiments_20260903,,,,,,
2.005,0.1261,1000,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""5script/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""16"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""30000"", ""cfg_eval_csv"": ""5script/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",5script/train.csv,,,,DiT-2Cond-XL/2,,,,,,20260816-132613-v3a-XL-skelhead-guide,v3a_xl_skelhead,,all_experiments_20260903,,,,,,
1.1843,0.4045,15000,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""5script/train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""16"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""30000"", ""cfg_eval_csv"": ""5script/eval_strata/clean_unseen_triple_100.csv"", ""cfg_eval_cfg"": ""4.0""}",5script/train.csv,,,,DiT-2Cond-XL/2,,,,,,20260816-133413-v3a-XL-skelhead-guide,v3a_xl_skelhead,,all_experiments_20260903,,,,,,
,,,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""kailishu_train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""16"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""30000"", ""cfg_eval_csv"": ""kailishu_eval.csv"", ""cfg_eval_cfg"": ""4.0""}",kailishu_train.csv,,,,DiT-2Cond-XL/2,,,,,,20260816-145812-v3b-XL-glyphcond-kailishu,v3b_xl_glyphcond,,all_experiments_20260903,,,,,,
0.9922,0.4888,30000,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""kailishu_train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""16"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""30000"", ""cfg_eval_csv"": ""kailishu_eval.csv"", ""cfg_eval_cfg"": ""4.0""}",kailishu_train.csv,,,,DiT-2Cond-XL/2,,,,,,20260816-150221-v3b-XL-glyphcond-kailishu,v3b_xl_glyphcond,,all_experiments_20260903,,,,,,
,,,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""kailishu_train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""16"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""30000"", ""cfg_eval_csv"": ""kailishu_eval.csv"", ""cfg_eval_cfg"": ""4.0""}",kailishu_train.csv,,,,DiT-2Cond-XL/2,,,,,,20260816-183348-v3c-XL-glyphcond-midstep-kailishu,v3c_xl_glyphcond_midstep,,all_experiments_20260903,,,,,,
,,,,"{""cfg_model"": ""DiT-2Cond-XL/2"", ""cfg_data_csv"": ""kailishu_train.csv"", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": ""16"", ""cfg_batch_size"": """", ""cfg_lr"": ""0.0001"", ""cfg_max_steps"": ""30000"", ""cfg_eval_csv"": ""kailishu_eval.csv"", ""cfg_eval_cfg"": ""4.0""}",kailishu_train.csv,,,,DiT-2Cond-XL/2,,,,,,20260816-191208-v3c-XL-glyphcond-midstep-kailishu,v3c_xl_glyphcond_midstep,,all_experiments_20260903,,,,,,
0.042,0.8523,1000,,"{""cfg_model"": """", ""cfg_data_csv"": """", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": """", ""cfg_batch_size"": """", ""cfg_lr"": """", ""cfg_max_steps"": """", ""cfg_eval_csv"": """", ""cfg_eval_cfg"": """"}",,,,,,,,,,,20260814-160701-DiT-3Cond-S-2,dit_s_pretrain,,all_experiments_20260903,,,,,,
0.0286,0.8985,45000,,"{""cfg_model"": """", ""cfg_data_csv"": """", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": """", ""cfg_batch_size"": """", ""cfg_lr"": """", ""cfg_max_steps"": """", ""cfg_eval_csv"": """", ""cfg_eval_cfg"": """"}",,,,,,,,,,,20260814-170506-DiT-3Cond-S-2,exp_s_scratch,,all_experiments_20260903,,,,,,
0.0271,0.9014,37000,,"{""cfg_model"": """", ""cfg_data_csv"": """", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": """", ""cfg_batch_size"": """", ""cfg_lr"": """", ""cfg_max_steps"": """", ""cfg_eval_csv"": """", ""cfg_eval_cfg"": """"}",,,,,,,,,,,20260814-184935-DiT-3Cond-XL-2,exp_xl_head,,all_experiments_20260903,,,,,,
0.027,0.9027,37000,,"{""cfg_model"": """", ""cfg_data_csv"": """", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": """", ""cfg_batch_size"": """", ""cfg_lr"": """", ""cfg_max_steps"": """", ""cfg_eval_csv"": """", ""cfg_eval_cfg"": """"}",,,,,,,,,,,20260814-231414-DiT-3Cond-XL-2,exp_xl_head_r32,,all_experiments_20260903,,,,,,
0.027,0.9024,37000,,"{""cfg_model"": """", ""cfg_data_csv"": """", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": """", ""cfg_batch_size"": """", ""cfg_lr"": """", ""cfg_max_steps"": """", ""cfg_eval_csv"": """", ""cfg_eval_cfg"": """"}",,,,,,,,,,,20260815-032642-DiT-3Cond-XL-2,exp_xl_head_r32_attn,,all_experiments_20260903,,,,,,
0.0269,0.9021,37000,,"{""cfg_model"": """", ""cfg_data_csv"": """", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": """", ""cfg_batch_size"": """", ""cfg_lr"": """", ""cfg_max_steps"": """", ""cfg_eval_csv"": """", ""cfg_eval_cfg"": """"}",,,,,,,,,,,20260815-012124-DiT-3Cond-XL-2,exp_xl_head_r64,,all_experiments_20260903,,,,,,
0.0269,0.9029,37000,,"{""cfg_model"": """", ""cfg_data_csv"": """", ""cfg_diffusion_type"": """", ""cfg_main_ckpt"": """", ""cfg_skel_latent_shards_dir"": """", ""cfg_global_batch_size"": """", ""cfg_batch_size"": """", ""cfg_lr"": """", ""cfg_max_steps"": """", ""cfg_eval_csv"": """", ""cfg_eval_cfg"": """"}",,,,,,,,,,,20260814-211629-DiT-3Cond-XL-2,exp_xl_head_r8,,all_experiments_20260903,,,,,,
,,,1.7,,,,,0.3984,,,0.8554,501,,eval_strict_midclean n=501 cfg=r.get(cfg) steps=50,s19_midclean_s_flow/20260828-143711-s19-midclean-s-flow,s19-midclean-s-flow,0.0182,eval_unified_20260829,0.516,,,0.5287,0.5041,0.5126
,,,4.0,,,,,0.4008,,,0.8786,501,,eval_strict_midclean n=501 cfg=r.get(cfg) steps=50,s19_midclean_s_flow/20260828-143711-s19-midclean-s-flow,s19-midclean-s-flow,0.0181,eval_unified_20260829,0.5087,,,0.5218,0.4968,0.5046
,,,1.7,,,,,0.4978,,,0.8541,501,,eval_strict_midclean n=501 cfg=r.get(cfg) steps=50,s18_s_flow_small/20260827-232003-s18-s-flow-small,s18-s-flow-small,0.0175,eval_unified_20260829,0.4336,,,0.4672,0.3939,0.4364
,,,4.0,,,,,0.567,,,0.907,501,,eval_strict_midclean n=501 cfg=r.get(cfg) steps=50,s18_s_flow_small/20260827-232003-s18-s-flow-small,s18-s-flow-small,0.0167,eval_unified_20260829,0.3424,,,0.378,0.2713,0.3873
,,,1.7,,,,,0.3989,,,0.8166,501,,eval_strict_midclean n=501 cfg=r.get(cfg) steps=50,s17_s_flow/20260827-070924-s17-s-flow,s17-s-flow,0.0214,eval_unified_20260829,0.5204,,,0.5374,0.5015,0.52
,,,4.0,,,,,0.4058,,,0.8273,501,,eval_strict_midclean n=501 cfg=r.get(cfg) steps=50,s17_s_flow/20260827-070924-s17-s-flow,s17-s-flow,0.0216,eval_unified_20260829,0.5139,,,0.5296,0.4952,0.5155
,,,1.7,,,,,0.3988,,,0.7888,501,,eval_strict_midclean n=501 cfg=r.get(cfg) steps=50,s15_ws_flow/20260826-133102-s15-ws-flow,s15-ws-flow,0.0244,eval_unified_20260829,0.5245,,,0.5406,0.5065,0.5243
,,,4.0,,,,,0.4065,,,0.7978,501,,eval_strict_midclean n=501 cfg=r.get(cfg) steps=50,s15_ws_flow/20260826-133102-s15-ws-flow,s15-ws-flow,0.024,eval_unified_20260829,0.5177,,,0.5335,0.4989,0.5194
,,,,,,,12,,,0.10421574115753174,,500,"{""六体"": 0.8002, ""行"": 0.8004, ""草"": 0.8195, ""篆"": 0.8282, ""楷"": 0.7982, ""隶"": 0.8159}",,ctrl_fame_v2/094156,fame_final_ctrl,,fame_final_eval,,0.7814469573177232,0.804461935448914,,,
,,,,,,,75,,,0.9101306796073914,,500,"{""六体"": 0.4818, ""行"": 0.5053, ""草"": 0.5059, ""篆"": 0.4688, ""楷"": 0.5031, ""隶"": 0.4804}",,ctrl_fame_v2/094156,fame_final_base,,fame_final_eval,,0.4983704425984397,0.5003022991878163,,,
