path,type,size_mb,n_files,age_days,action,reason
exp_s2_fromscratch_2factor_kailishu.json,file,0.002,1,14.2,REVIEW,需人工判断
exp_s2_fromscratch_glyphmid_kailishu.json,file,0.002,1,14.2,REVIEW,需人工判断
exp_s5_2factor_5script.json,file,0.002,1,14.1,REVIEW,需人工判断
exp_s5_2factor_B_canny05_pixelsk.json,file,0.002,1,12.5,REVIEW,需人工判断
exp_s5_2factor_B_latent.json,file,0.002,1,13.4,REVIEW,需人工判断
exp_s5_2factor_B_latentstruct_pixelsk_opt.json,file,0.002,1,13.0,REVIEW,需人工判断
exp_s5_2factor_B_pixelfp32.json,file,0.002,1,11.5,REVIEW,需人工判断
exp_s5_2factor_struct_post50k.json,file,0.002,1,13.5,REVIEW,需人工判断
exp_s5_2factor_top30.json,file,0.002,1,13.6,REVIEW,需人工判断
exp_s6_top6_diff_then_struct.json,file,0.002,1,10.3,REVIEW,需人工判断
exp_s6_top6_diffonly.json,file,0.002,1,11.1,REVIEW,需人工判断
exp_s6_top6_struct_fp32.json,file,0.002,1,10.3,REVIEW,需人工判断
exp_s6_top6_struct_fp32_full.json,file,0.002,1,10.3,REVIEW,需人工判断
exp_s7_ramp_b32sub8.json,file,0.002,1,9.5,REVIEW,需人工判断
exp_s7_ramp_b8all.json,file,0.002,1,9.5,REVIEW,需人工判断
exp_s8_structv2_b32sub8.json,file,0.002,1,9.1,REVIEW,需人工判断
exp_s8_structv2_b8all.json,file,0.002,1,9.1,REVIEW,需人工判断
exp_s9_skelonly.json,file,0.002,1,9.1,REVIEW,需人工判断
exp_s_5script_factorized_latent_struct_v2.json,file,0.002,1,15.3,REVIEW,需人工判断
exp_s_5script_v3a_XL_skelhead.json,file,0.002,1,14.5,REVIEW,需人工判断
exp_s_5script_v3a_glyph_XL_highdim_cs.json,file,0.002,1,14.6,REVIEW,需人工判断
exp_s_5script_v3a_glyph_XL_lora_cs.json,file,0.002,1,15.1,REVIEW,需人工判断
exp_s_5script_v3a_glyph_cs.json,file,0.002,1,15.1,REVIEW,需人工判断
exp_v3b_XL_glyphcond_kailishu.json,file,0.002,1,14.4,REVIEW,需人工判断
exp_v3c_XL_glyphcond_midstep_kailishu.json,file,0.002,1,14.3,REVIEW,需人工判断
gpu_eval_final.log,file,0.002,1,7.7,REVIEW,需人工判断
launch_train.sh,file,0.002,1,13.0,REVIEW,需人工判断
logs_evalmetrics_s11-top6-p4.txt,file,0.002,1,5.6,REVIEW,需人工判断
logs_evalmetrics_s11.txt,file,0.002,1,6.1,REVIEW,需人工判断
make_latent_shards.py,file,0.002,1,17.0,REVIEW,需人工判断
monitor_dwm.ps1,file,0.002,1,18.4,REVIEW,需人工判断
probe_factorized_nostruct_b224_mem.log,file,0.002,1,15.4,REVIEW,需人工判断
probe_s_5script_factorized_latent_struct_b224.json,file,0.002,1,15.3,REVIEW,需人工判断
resize_256.py,file,0.002,1,17.0,REVIEW,需人工判断
resume_s5_top30_diffonly.json,file,0.002,1,7.5,REVIEW,需人工判断
resume_s6_diffonly.json,file,0.002,1,10.2,REVIEW,需人工判断
resume_s6_struct_fp32.json,file,0.002,1,10.2,REVIEW,需人工判断
run_4full.sh,file,0.002,1,4.5,REVIEW,需人工判断
run_flow_full.sh,file,0.002,1,4.5,REVIEW,需人工判断
run_s20_midcommon.sh,file,0.002,1,1.9,REVIEW,需人工判断
s10_b4_grey_clear.json,file,0.002,1,6.3,REVIEW,需人工判断
s12_3top30_dino.json,file,0.002,1,5.3,REVIEW,需人工判断
s13_3top30_dino_xs.json,file,0.002,1,4.6,REVIEW,需人工判断
s14_ws_ddpm.json,file,0.002,1,4.5,REVIEW,需人工判断
s14_ws_ddpm_test.json,file,0.002,1,4.5,REVIEW,需人工判断
s14_xs_ddpm_aug.json,file,0.002,1,4.5,REVIEW,需人工判断
s14_xs_ddpm_test.json,file,0.002,1,4.5,REVIEW,需人工判断
s15_ws_flow.json,file,0.002,1,4.5,REVIEW,需人工判断
s15_ws_flow_test.json,file,0.002,1,4.5,REVIEW,需人工判断
s15_xs_flow_aug.json,file,0.002,1,4.5,REVIEW,需人工判断
s15_xs_flow_test.json,file,0.002,1,4.5,REVIEW,需人工判断
s16_s_ddpm.json,file,0.002,1,4.5,REVIEW,需人工判断
s16_s_ddpm_aug.json,file,0.002,1,4.5,REVIEW,需人工判断
s16_s_ddpm_test.json,file,0.002,1,4.5,REVIEW,需人工判断
s17_s_flow.json,file,0.002,1,4.5,REVIEW,需人工判断
s17_s_flow_aug.json,file,0.002,1,4.5,REVIEW,需人工判断
s17_s_flow_test.json,file,0.002,1,4.5,REVIEW,需人工判断
s18_s_flow_small.json,file,0.002,1,3.1,REVIEW,需人工判断
s19_midclean_s_flow.json,file,0.002,1,2.4,REVIEW,需人工判断
s7_klf4_top30_diffonly.json,file,0.002,1,7.3,REVIEW,需人工判断
s8_klf4_clean_dino.json,file,0.002,1,7.0,REVIEW,需人工判断
s9_b4_clean_dino.json,file,0.002,1,6.5,REVIEW,需人工判断
smoke_factorized_ema_save_eval.log,file,0.002,1,15.4,REVIEW,需人工判断
tweak_dwm.ps1,file,0.002,1,18.4,REVIEW,需人工判断
CONTRIBUTING.md,file,0.001,1,18.4,REVIEW,需人工判断
_bench_pixel_struct_result.json,file,0.001,1,11.1,REVIEW,需人工判断
_check_zhaomeng.py,file,0.001,1,1.1,REVIEW,需人工判断
_chk_ddpm100.json,file,0.001,1,2.9,REVIEW,需人工判断
_diag_watchdog.sh,file,0.001,1,16.2,REVIEW,需人工判断
_eval_B_curves.sh,file,0.001,1,15.5,REVIEW,需人工判断
_eval_S_curves.sh,file,0.001,1,15.5,REVIEW,需人工判断
_eval_all.sh,file,0.001,1,15.6,REVIEW,需人工判断
_gpu_eval_all.sh,file,0.001,1,7.6,REVIEW,需人工判断
_remote_inspect_ckpt.py,file,0.001,1,1.9,REVIEW,需人工判断
_stop_full4.sh,file,0.001,1,3.1,REVIEW,需人工判断
_strict_ddpm195k.json,file,0.001,1,2.9,REVIEW,需人工判断
_strict_ddpm195k_v2.json,file,0.001,1,2.9,REVIEW,需人工判断
_strict_flow43k.json,file,0.001,1,2.9,REVIEW,需人工判断
build_s15_poster.sh,file,0.001,1,3.3,REVIEW,需人工判断
check_vae.sh,file,0.001,1,18.4,REVIEW,需人工判断
compose_test.json,file,0.001,1,15.2,REVIEW,需人工判断
config.json,file,0.001,1,18.1,REVIEW,需人工判断
config.json.save,file,0.001,1,13.0,REVIEW,需人工判断
cpu_eval_px.log,file,0.001,1,8.4,REVIEW,需人工判断
diag_disp.ps1,file,0.001,1,18.4,REVIEW,需人工判断
diag_dwm2.ps1,file,0.001,1,18.4,REVIEW,需人工判断
diag_gpu.ps1,file,0.001,1,18.4,REVIEW,需人工判断
dit_dl_test.sh,file,0.001,1,18.4,REVIEW,需人工判断
dit_search.sh,file,0.001,1,18.4,REVIEW,需人工判断
download_vae_modelscope.py,file,0.001,1,18.4,REVIEW,需人工判断
dwm_monitor_log.csv,file,0.001,1,18.4,REVIEW,需人工判断
eval_B_curves.log,file,0.001,1,15.5,REVIEW,需人工判断
eval_all.nohup,file,0.001,1,17.6,REVIEW,需人工判断
exp_px_s_scratch.json,file,0.001,1,8.4,REVIEW,需人工判断
exp_s_5script.json,file,0.001,1,15.5,REVIEW,需人工判断
exp_s_5script_factorized_v1.json,file,0.001,1,15.4,REVIEW,需人工判断
exp_s_5script_v3a_glyph.json,file,0.001,1,15.2,REVIEW,需人工判断
exp_s_scratch.json,file,0.001,1,15.5,REVIEW,需人工判断
exp_struct_skel_L.json,file,0.001,1,8.2,REVIEW,需人工判断
exp_struct_skel_S.json,file,0.001,1,8.2,REVIEW,需人工判断
exp_xl_head.json,file,0.001,1,16.3,REVIEW,需人工判断
exp_xl_head_r32.json,file,0.001,1,16.3,REVIEW,需人工判断
exp_xl_head_r32_attn.json,file,0.001,1,16.3,REVIEW,需人工判断
exp_xl_head_r64.json,file,0.001,1,16.3,REVIEW,需人工判断
exp_xl_head_r8.json,file,0.001,1,16.3,REVIEW,需人工判断
find_plink.ps1,file,0.001,1,18.4,REVIEW,需人工判断
gen_split_csv.py,file,0.001,1,17.0,REVIEW,需人工判断
gpu_eval.log,file,0.001,1,8.1,REVIEW,需人工判断
gpu_eval_20260822.log,file,0.001,1,8.0,REVIEW,需人工判断
gpu_eval_launch.out,file,0.001,1,12.5,REVIEW,需人工判断
gpu_eval_launch.sh,file,0.001,1,12.5,REVIEW,需人工判断
install_ms_deps.sh,file,0.001,1,18.4,REVIEW,需人工判断
install_sshpass.ps1,file,0.001,1,18.4,REVIEW,需人工判断
launch_new_train.out,file,0.001,1,12.5,REVIEW,需人工判断
launch_new_train.sh,file,0.001,1,12.5,REVIEW,需人工判断
net_test.sh,file,0.001,1,18.4,REVIEW,需人工判断
org_final_images.py,file,0.001,1,17.0,REVIEW,需人工判断
overfit.json,file,0.001,1,18.1,REVIEW,需人工判断
overfit_full.json,file,0.001,1,18.1,REVIEW,需人工判断
preprocess_256.py,file,0.001,1,17.0,REVIEW,需人工判断
probe_batch.sh,file,0.001,1,4.5,REVIEW,需人工判断
probe_env.sh,file,0.001,1,18.4,REVIEW,需人工判断
probe_factorized_nostruct_b224.log,file,0.001,1,15.4,REVIEW,需人工判断
probe_s_5script_factorized_struct_b64.json,file,0.001,1,15.4,REVIEW,需人工判断
probe_v3a_b16.json,file,0.001,1,15.1,REVIEW,需人工判断
probe_v3a_canny_skel.json,file,0.001,1,15.2,REVIEW,需人工判断
probe_v3a_canny_skel_b8.json,file,0.001,1,15.2,REVIEW,需人工判断
probe_xl_lora2.log,file,0.001,1,15.1,REVIEW,需人工判断
remote_check_dino_cover.py,file,0.001,1,7.0,REVIEW,需人工判断
remote_clear_eval_errors.py,file,0.001,1,7.0,REVIEW,需人工判断
remote_fix_eval_csv.py,file,0.001,1,7.0,REVIEW,需人工判断
resume_10000.json,file,0.001,1,17.6,REVIEW,需人工判断
run_eval_all.sh,file,0.001,1,17.6,REVIEW,需人工判断
run_s11_serial.sh,file,0.001,1,6.1,REVIEW,需人工判断
run_s6_resume.sh,file,0.001,1,10.2,REVIEW,需人工判断
run_s7_serial.sh,file,0.001,1,9.4,REVIEW,需人工判断
run_s8_serial.log,file,0.001,1,9.1,REVIEW,需人工判断
run_s8_serial.sh,file,0.001,1,9.2,REVIEW,需人工判断
run_structnet.log,file,0.001,1,8.5,REVIEW,需人工判断
run_structnet_v2.log,file,0.001,1,8.5,REVIEW,需人工判断
setup.ps1,file,0.001,1,18.4,REVIEW,需人工判断
setup.sh,file,0.001,1,18.4,REVIEW,需人工判断
setup_conda_remote.sh,file,0.001,1,18.4,REVIEW,需人工判断
setup_ssh.ps1,file,0.001,1,18.4,REVIEW,需人工判断
size_report.ps1,file,0.001,1,18.4,REVIEW,需人工判断
train_dit_s_pretrain.json,file,0.001,1,16.4,REVIEW,需人工判断
train_full_3cond.json,file,0.001,1,17.0,REVIEW,需人工判断
train_full_3cond_skel.json,file,0.001,1,16.7,REVIEW,需人工判断
train_full_3cond_skel0.json,file,0.001,1,16.6,REVIEW,需人工判断
update_config3.py,file,0.001,1,17.0,REVIEW,需人工判断
verify_ckpt.sh,file,0.001,1,18.4,REVIEW,需人工判断
verify_klf4.log,file,0.001,1,7.4,REVIEW,需人工判断
_eval_test.sh,file,0.0,1,16.2,REVIEW,需人工判断
_launch_dit_s_pretrain.sh,file,0.0,1,16.4,REVIEW,需人工判断
_launch_exp.sh,file,0.0,1,16.3,REVIEW,需人工判断
_make_fast100.sh,file,0.0,1,15.5,REVIEW,需人工判断
_probe_nodect.log,file,0.0,1,11.1,REVIEW,需人工判断
_smoke_v3a.log,file,0.0,1,15.2,REVIEW,需人工判断
_start_gradio.sh,file,0.0,1,15.6,REVIEW,需人工判断
auto_eval_ctrl_flow.py,file,0.0,1,2.5,REVIEW,需人工判断
check_portal.sh,file,0.0,1,18.4,REVIEW,需人工判断
controlnet_dit.py,file,0.0,1,2.5,REVIEW,需人工判断
cpu_eval_s8_structv2_b32sub8.log,file,0.0,1,9.1,REVIEW,需人工判断
diffusion/,dir,0.0,6,2.5,REVIEW,需人工判断
dl_dit_ms.sh,file,0.0,1,18.4,REVIEW,需人工判断
do_copy.sh,file,0.0,1,18.4,REVIEW,需人工判断
download.py,file,0.0,1,2.5,REVIEW,需人工判断
download_vae.py,file,0.0,1,18.4,REVIEW,需人工判断
environment.yml,file,0.0,1,18.4,REVIEW,需人工判断
eval_ctrl_metrics_daemon.py,file,0.0,1,2.5,REVIEW,需人工判断
eval_small.csv,file,0.0,1,17.2,REVIEW,需人工判断
experiment_summary.txt,file,0.0,1,15.8,REVIEW,需人工判断
fame_meta.json,file,0.0,1,1.1,REVIEW,需人工判断
gen_curves_S_summary.csv,file,0.0,1,15.5,REVIEW,需人工判断
gen_eval_C.json,file,0.0,1,15.6,REVIEW,需人工判断
glyph_latent.py,file,0.0,1,2.5,REVIEW,需人工判断
in_process_ctrl_eval.py,file,0.0,1,2.5,REVIEW,需人工判断
latent_structure.py,file,0.0,1,2.5,REVIEW,需人工判断
launch_1pix_daemon.sh,file,0.0,1,0.2,REVIEW,需人工判断
launch_cpu_skel.sh,file,0.0,1,1.1,REVIEW,需人工判断
launch_ctrl_daemon.sh,file,0.0,1,0.6,REVIEW,需人工判断
launch_fame_1pix.sh,file,0.0,1,0.2,REVIEW,需人工判断
launch_fame_std.sh,file,0.0,1,0.4,REVIEW,需人工判断
launch_s21.sh,file,0.0,1,1.1,REVIEW,需人工判断
launch_s21_daemon.sh,file,0.0,1,1.0,REVIEW,需人工判断
launch_std_daemon.sh,file,0.0,1,0.4,REVIEW,需人工判断
launch_watch_ctrl.sh,file,0.0,1,1.0,REVIEW,需人工判断
lora.py,file,0.0,1,2.5,REVIEW,需人工判断
losses.py,file,0.0,1,2.5,REVIEW,需人工判断
models.py,file,0.0,1,2.5,REVIEW,需人工判断
probe_xl_lora.log,file,0.0,1,15.1,REVIEW,需人工判断
resume_1pix.sh,file,0.0,1,0.2,REVIEW,需人工判断
run_build_fame.sh,file,0.0,1,1.1,REVIEW,需人工判断
run_fame_skel.sh,file,0.0,1,1.1,REVIEW,需人工判断
run_recover_skel.sh,file,0.0,1,1.0,REVIEW,需人工判断
run_s21_pretrain.sh,file,0.0,1,1.1,REVIEW,需人工判断
run_s6_resume.log,file,0.0,1,9.7,REVIEW,需人工判断
run_s7_serial.log,file,0.0,1,9.4,REVIEW,需人工判断
run_zs_eval.sh,file,0.0,1,0.4,REVIEW,需人工判断
samplers.py,file,0.0,1,2.5,REVIEW,需人工判断
skel_similarity_report.json,file,0.0,1,14.4,REVIEW,需人工判断
std_gt_report.json,file,0.0,1,14.5,REVIEW,需人工判断
std_vs_noise_dist.json,file,0.0,1,14.4,REVIEW,需人工判断
test_eval_C.eval_log,file,0.0,1,16.1,REVIEW,需人工判断
test_eval_C.json,file,0.0,1,15.6,REVIEW,需人工判断
test_eval_D.eval_log,file,0.0,1,16.0,REVIEW,需人工判断
test_eval_D.json,file,0.0,1,16.0,REVIEW,需人工判断
test_eval_E.eval_log,file,0.0,1,15.8,REVIEW,需人工判断
test_eval_E.json,file,0.0,1,15.8,REVIEW,需人工判断
test_eval_F.eval_log,file,0.0,1,15.9,REVIEW,需人工判断
test_eval_F.json,file,0.0,1,15.9,REVIEW,需人工判断
test_ports.ps1,file,0.0,1,18.4,REVIEW,需人工判断
update_cfg_newdata.py,file,0.0,1,17.0,REVIEW,需人工判断
update_config.py,file,0.0,1,17.0,REVIEW,需人工判断
update_config2.py,file,0.0,1,17.0,REVIEW,需人工判断
update_config4.py,file,0.0,1,17.0,REVIEW,需人工判断
