img_id,plan,steps,before_ink,after_ink
268121,denoise,denoise,0.2639,0.2573
269791,denoise,denoise,0.3536,0.3511
268816,denoise,denoise,0.1624,0.1475
268937,crop,crop_t45b45l0r0,0.4596,0.1081
269122,crop,crop_t20b21l0r0+denoise,0.2583,0.0922
268413,crop,crop_t0b0l45r46+denoise,0.4877,0.1310
271119,crop,crop_t0b0l39r40+denoise,0.4140,0.1053
271548,crop,crop_t24b24l0r0+denoise,0.3141,0.1241
271684,denoise,denoise,0.2487,0.2376
272205,denoise,denoise,0.2705,0.2574
272287,crop,crop_t33b33l0r0+denoise,0.4230,0.1620
272487,crop,crop_t25b22l0r0+denoise,0.2974,0.1129
272504,denoise,denoise,0.1129,0.1076
273267,denoise,denoise,0.2711,0.2650
273961,denoise,denoise,0.2361,0.2300
275269,denoise,denoise,0.4417,0.4324
275489,denoise,denoise,0.2128,0.2094
276050,denoise,denoise,0.3322,0.3286
276382,denoise,denoise,0.2630,0.2565
276401,denoise,denoise,0.3896,0.3770
276718,denoise,denoise,0.2495,0.2385
277180,denoise,denoise,0.0802,0.0747
268451,denoise,denoise,0.4635,0.4576
268612,denoise,denoise,0.2764,0.2686
268653,denoise,denoise,0.3457,0.3159
268715,denoise,denoise,0.1781,0.1746
268759,crop,crop_t0b0l18r18+denoise,0.3406,0.1996
269872,denoise,denoise,0.3536,0.3511
270071,denoise,denoise,0.1401,0.1337
270172,denoise,denoise,0.4047,0.3972
278861,crop,crop_t33b32l0r0+denoise,0.3981,0.1439
278889,crop,crop_t43b43l0r0+denoise,0.4798,0.1435
278954,crop,crop_t22b21l0r0+denoise,0.3513,0.1824
280820,denoise,denoise,0.2090,0.2029
281188,denoise,denoise,0.2404,0.2346
281573,denoise,denoise,0.3647,0.3607
281627,crop,crop_t20b21l0r0+denoise,0.3254,0.1627
281924,denoise,denoise,0.1518,0.1475
277441,denoise,denoise,0.2440,0.2274
277628,crop,crop_t22b24l0r0+denoise,0.3098,0.1283
277652,denoise,denoise,0.2277,0.2238
277683,denoise,denoise,0.2277,0.2238
277700,denoise,denoise,0.1134,0.1085
279126,denoise,denoise,0.3701,0.3553
279741,denoise,denoise,0.2267,0.2231
278617,denoise,denoise,0.2069,0.1972
282014,denoise,denoise,0.1629,0.1593
282070,denoise,denoise,0.1629,0.1593
282270,denoise,denoise,0.3040,0.2971
282334,crop,crop_t19b19l0r0+denoise,0.2635,0.1147
282347,denoise,denoise,0.2147,0.2088
284698,crop,crop_t0b0l26r27+denoise,0.3176,0.1091
284784,denoise,denoise,0.1029,0.0972
285236,crop,crop_t0b0l29r26+denoise,0.3841,0.1695
286568,denoise,denoise,0.1808,0.1734
286767,denoise,denoise,0.2760,0.2640
287065,denoise,denoise,0.1140,0.1101
285881,denoise,denoise,0.4178,0.4059
285939,denoise,denoise,0.3996,0.3708
287090,denoise,denoise,0.2667,0.2628
290053,denoise,denoise,0.2844,0.2791
290476,crop,crop_t30b30l0r0,0.3398,0.1054
294964,denoise,denoise,0.1886,0.1795
295013,denoise,denoise,0.1446,0.1407
295682,crop,crop_t15b15l0r0,0.2354,0.1182
295899,denoise,denoise,0.3575,0.3510
295950,crop,crop_t19b19l0r0+denoise,0.3396,0.1909
296928,denoise,denoise,0.2669,0.2632
296961,crop,crop_t0b0l32r33,0.4003,0.1464
296968,denoise,denoise,0.2254,0.2188
296995,denoise,denoise,0.3179,0.3108
297110,denoise,denoise,0.2948,0.2898
297642,denoise,denoise,0.2534,0.2503
298087,denoise,denoise,0.1912,0.1771
299631,crop,crop_t0b0l15r12+denoise,0.2711,0.1656
300464,denoise,denoise,0.1268,0.1225
300471,denoise,denoise,0.3393,0.3289
300544,denoise,denoise,0.1610,0.1532
303356,denoise,denoise,0.1471,0.1438
303656,denoise,denoise,0.2798,0.2748
303926,denoise,denoise,0.1671,0.1577
303983,denoise,denoise,0.1203,0.1151
304486,denoise,denoise,0.3335,0.3246
304510,crop,crop_t26b27l0r0,0.3604,0.1534
304552,denoise,denoise,0.2446,0.2354
305768,denoise,denoise,0.1312,0.1257
289053,denoise,denoise,0.2594,0.2542
289506,crop,crop_t27b28l0r0+denoise,0.2680,0.0526
289568,crop,crop_t13b13l0r0+denoise,0.2832,0.1816
289832,denoise,denoise,0.2459,0.2338
290634,crop,crop_t16b17l0r0+denoise,0.3087,0.1791
293623,denoise,denoise,0.2220,0.2024
293970,denoise,denoise,0.3015,0.2911
294067,crop,crop_t0b0l25r23,0.4738,0.2877
300614,denoise,denoise,0.1610,0.1532
300840,denoise,denoise,0.1454,0.1411
301110,denoise,denoise,0.3595,0.3435
301969,denoise,denoise,0.1278,0.1212
302860,denoise,denoise,0.3206,0.3099
302949,denoise,denoise,0.3590,0.3401
303067,crop,crop_t0b0l37r38,0.4083,0.1154
303202,denoise,denoise,0.1376,0.1316
307838,denoise,denoise,0.3852,0.3767
309251,denoise,denoise,0.1836,0.1734
309984,denoise,denoise,0.2296,0.2171
310086,denoise,denoise,0.1884,0.1843
310390,denoise,denoise,0.2593,0.2417
310552,denoise,denoise,0.1285,0.1237
311119,denoise,denoise,0.2508,0.2466
311414,denoise,denoise,0.1085,0.1049
306128,denoise,denoise,0.2029,0.1738
306364,denoise,denoise,0.1373,0.1315
306990,denoise,denoise,0.3500,0.3308
307057,denoise,denoise,0.1913,0.1806
307172,denoise,denoise,0.2168,0.2136
307213,denoise,denoise,0.2854,0.2813
307576,crop,crop_t19b0l29r19+denoise,0.3753,0.1262
307617,denoise,denoise,0.3335,0.3263
311519,denoise,denoise,0.1719,0.1673
311571,denoise,denoise,0.2554,0.2445
311656,denoise,denoise,0.2274,0.2207
312030,denoise,denoise,0.2083,0.2038
312214,crop,crop_t36b34l35r20+denoise,0.5013,0.0701
313303,denoise,denoise,0.1202,0.1174
313859,denoise,denoise,0.2094,0.2039
313924,denoise,denoise,0.1726,0.1672
322648,denoise,denoise,0.2372,0.2311
323818,denoise,denoise,0.2793,0.2582
323560,denoise,denoise,0.1551,0.1511
324316,denoise,denoise,0.2554,0.2448
327142,denoise,denoise,0.1910,0.1793
234930,denoise,denoise,0.2890,0.2844
314847,denoise,denoise,0.2519,0.2442
315065,crop,crop_t0b0l22r0+denoise,0.2157,0.1295
315545,denoise,denoise,0.3097,0.3029
315570,denoise,denoise,0.1618,0.1540
314125,denoise,denoise,0.2638,0.2581
314186,denoise,denoise,0.2139,0.2097
314242,denoise,denoise,0.2336,0.2062
314344,denoise,denoise,0.3087,0.3032
316742,denoise,denoise,0.2684,0.2635
317812,denoise,denoise,0.1361,0.1322
319725,denoise,denoise,0.2374,0.2326
319943,denoise,denoise,0.2799,0.2753
321105,denoise,denoise,0.3152,0.2974
320413,denoise,denoise,0.2794,0.2736
320738,crop,crop_t16b16l0r0+denoise,0.2466,0.1214
322236,denoise,denoise,0.2956,0.2864
